"condition","category","human","modelname","modelresponse","experiment"
"111 near","other",0.0496277915632754,"H-CRP",0.0786881647006687,"Expt 3"
"1111 near","other",0.0372208436724566,"H-CRP",0.0713629642651108,"Expt 3"
"21 near","other",0.0372208436724566,"H-CRP",0.0591834252203568,"Expt 3"
"211 near","other",0.0372208436724566,"H-CRP",0.0806843659687185,"Expt 3"
"31 near","other",0.0893300248138958,"H-CRP",0.0452756043295714,"Expt 3"
"11 far","new",0.8287841191067,"HG-CRP",0.773879687755481,"Expt 3"
"111 far","new",0.846153846153846,"HG-CRP",0.795092129563868,"Expt 3"
"1111 far","new",0.851116625310174,"HG-CRP",0.853288189509227,"Expt 3"
"21 far","new",0.668316831683168,"HG-CRP",0.710094498526811,"Expt 3"
"211 far","new",0.721393034825871,"HG-CRP",0.732633594316173,"Expt 3"
"31 far","new",0.595533498759305,"HG-CRP",0.677298331732829,"Expt 3"
"11 near","new",0.630272952853598,"HG-CRP",0.520503395409881,"Expt 3"
"111 near","new",0.543424317617866,"HG-CRP",0.558720944330513,"Expt 3"
"1111 near","new",0.558312655086849,"HG-CRP",0.658340885190894,"Expt 3"
"21 near","new",0.409429280397022,"HG-CRP",0.425648329070488,"Expt 3"
"211 near","new",0.416873449131514,"HG-CRP",0.467115213356328,"Expt 3"
"31 near","new",0.272952853598015,"HG-CRP",0.38470429936673,"Expt 3"
"11 far","nearest",0.136476426799007,"HG-CRP",0.181947647145047,"Expt 3"
"111 far","nearest",0.121588089330025,"HG-CRP",0.153693746339853,"Expt 3"
"1111 far","nearest",0.121588089330025,"HG-CRP",0.106554196075612,"Expt 3"
"21 far","nearest",0.294554455445545,"HG-CRP",0.257077602595249,"Expt 3"
"211 far","nearest",0.236318407960199,"HG-CRP",0.209037122068633,"Expt 3"
"31 far","nearest",0.334987593052109,"HG-CRP",0.300080379223559,"Expt 3"
"11 near","nearest",0.317617866004963,"HG-CRP",0.409274205755716,"Expt 3"
"111 near","nearest",0.406947890818859,"HG-CRP",0.361203130294505,"Expt 3"
"1111 near","nearest",0.404466501240695,"HG-CRP",0.274943502403714,"Expt 3"
"21 near","nearest",0.553349875930521,"HG-CRP",0.515367274255642,"Expt 3"
"211 near","nearest",0.54590570719603,"HG-CRP",0.445736718906782,"Expt 3"
"31 near","nearest",0.637717121588089,"HG-CRP",0.570036211874327,"Expt 3"
"11 far","other",0.0347394540942928,"HG-CRP",0.0441726650994717,"Expt 3"
"111 far","other",0.032258064516129,"HG-CRP",0.05121412409628,"Expt 3"
"1111 far","other",0.0272952853598015,"HG-CRP",0.0401576144151612,"Expt 3"
"21 far","other",0.0371287128712871,"HG-CRP",0.0328278988779402,"Expt 3"
"211 far","other",0.0422885572139304,"HG-CRP",0.0583292836151943,"Expt 3"
"31 far","other",0.0694789081885856,"HG-CRP",0.0226212890436117,"Expt 3"
"11 near","other",0.0521091811414392,"HG-CRP",0.0702223988344038,"Expt 3"
"111 near","other",0.0496277915632754,"HG-CRP",0.0800759253749818,"Expt 3"
"1111 near","other",0.0372208436724566,"HG-CRP",0.0667156124053921,"Expt 3"
"21 near","other",0.0372208436724566,"HG-CRP",0.0589843966738701,"Expt 3"
"211 near","other",0.0372208436724566,"HG-CRP",0.0871480677368907,"Expt 3"
"31 near","other",0.0893300248138958,"HG-CRP",0.0452594887589434,"Expt 3"
"11 far","new",0.8287841191067,"TTR",0.749588068184108,"Expt 3"
"111 far","new",0.846153846153846,"TTR",0.801121850924587,"Expt 3"
"1111 far","new",0.851116625310174,"TTR",0.834863458300613,"Expt 3"
"21 far","new",0.668316831683168,"TTR",0.76411507799246,"Expt 3"
"211 far","new",0.721393034825871,"TTR",0.809184231815047,"Expt 3"
"31 far","new",0.595533498759305,"TTR",0.768311344419694,"Expt 3"
"11 near","new",0.630272952853598,"TTR",0.482878772419093,"Expt 3"
"111 near","new",0.543424317617866,"TTR",0.570336473979612,"Expt 3"
"1111 near","new",0.558312655086849,"TTR",0.632517011700458,"Expt 3"
"21 near","new",0.409429280397022,"TTR",0.487760262873222,"Expt 3"
"211 near","new",0.416873449131514,"TTR",0.5753155271697,"Expt 3"
"31 near","new",0.272952853598015,"TTR",0.48672106050144,"Expt 3"
"11 far","nearest",0.136476426799007,"TTR",0.19091644124386,"Expt 3"
"111 far","nearest",0.121588089330025,"TTR",0.136027896985905,"Expt 3"
"1111 far","nearest",0.121588089330025,"TTR",0.106317834520378,"Expt 3"
"21 far","nearest",0.294554455445545,"TTR",0.194616400104257,"Expt 3"
"211 far","nearest",0.236318407960199,"TTR",0.137396863162477,"Expt 3"
"31 far","nearest",0.334987593052109,"TTR",0.195685168787754,"Expt 3"
"11 near","nearest",0.317617866004963,"TTR",0.442941804549403,"Expt 3"
"111 near","nearest",0.406947890818859,"TTR",0.348777486765171,"Expt 3"
"1111 near","nearest",0.404466501240695,"TTR",0.290102032407874,"Expt 3"
"21 near","nearest",0.553349875930521,"TTR",0.447419566493277,"Expt 3"
"211 near","nearest",0.54590570719603,"TTR",0.351822323869822,"Expt 3"
"31 near","nearest",0.637717121588089,"TTR",0.446466312384501,"Expt 3"
"11 far","other",0.0347394540942928,"TTR",0.0594954905720321,"Expt 3"
"111 far","other",0.032258064516129,"TTR",0.0628502520895082,"Expt 3"
"1111 far","other",0.0272952853598015,"TTR",0.0588187071790095,"Expt 3"
"21 far","other",0.0371287128712871,"TTR",0.0412685219032834,"Expt 3"
"211 far","other",0.0422885572139304,"TTR",0.0534189050224762,"Expt 3"
"31 far","other",0.0694789081885856,"TTR",0.0360034867925518,"Expt 3"
"11 near","other",0.0521091811414392,"TTR",0.0741794230315036,"Expt 3"
"111 near","other",0.0496277915632754,"TTR",0.0808860392552175,"Expt 3"
"1111 near","other",0.0372208436724566,"TTR",0.0773809558916679,"Expt 3"
"21 near","other",0.0372208436724566,"TTR",0.0648201706335012,"Expt 3"
"211 near","other",0.0372208436724566,"TTR",0.0728621489604784,"Expt 3"
"31 near","other",0.0893300248138958,"TTR",0.0668126271140582,"Expt 3"
"11 far","new",0.8287841191067,"H-TTR",0.710052371863923,"Expt 3"
"111 far","new",0.846153846153846,"H-TTR",0.806363170113342,"Expt 3"
"1111 far","new",0.851116625310174,"H-TTR",0.8615235380864,"Expt 3"
"21 far","new",0.668316831683168,"H-TTR",0.694181440289948,"Expt 3"
"211 far","new",0.721393034825871,"H-TTR",0.786596093639769,"Expt 3"
"31 far","new",0.595533498759305,"H-TTR",0.691185509162952,"Expt 3"
"11 near","new",0.630272952853598,"H-TTR",0.40502728770237,"Expt 3"
"111 near","new",0.543424317617866,"H-TTR",0.536564784411702,"Expt 3"
"1111 near","new",0.558312655086849,"H-TTR",0.633785287093196,"Expt 3"
"21 near","new",0.409429280397022,"H-TTR",0.381669972898344,"Expt 3"
"211 near","new",0.416873449131514,"H-TTR",0.505738595479997,"Expt 3"
"31 near","new",0.272952853598015,"H-TTR",0.38034861761326,"Expt 3"
"11 far","nearest",0.136476426799007,"H-TTR",0.261130305476329,"Expt 3"
"111 far","nearest",0.121588089330025,"H-TTR",0.171985489933017,"Expt 3"
"1111 far","nearest",0.121588089330025,"H-TTR",0.122664028735866,"Expt 3"
"21 far","nearest",0.294554455445545,"H-TTR",0.2858529467751,"Expt 3"
"211 far","nearest",0.236318407960199,"H-TTR",0.190927236903186,"Expt 3"
"31 far","nearest",0.334987593052109,"H-TTR",0.297613354593719,"Expt 3"
"11 near","nearest",0.317617866004963,"H-TTR",0.524858462182414,"Expt 3"
"111 near","nearest",0.406947890818859,"H-TTR",0.403249944057195,"Expt 3"
"1111 near","nearest",0.404466501240695,"H-TTR",0.317967883172886,"Expt 3"
"21 near","nearest",0.553349875930521,"H-TTR",0.55379457253604,"Expt 3"
"211 near","nearest",0.54590570719603,"H-TTR",0.432546921997234,"Expt 3"
"31 near","nearest",0.637717121588089,"H-TTR",0.577072871477709,"Expt 3"
"11 far","other",0.0347394540942928,"H-TTR",0.0288173226597484,"Expt 3"
"111 far","other",0.032258064516129,"H-TTR",0.0216513399536402,"Expt 3"
"1111 far","other",0.0272952853598015,"H-TTR",0.0158124331777345,"Expt 3"
"21 far","other",0.0371287128712871,"H-TTR",0.0199656129349524,"Expt 3"
"211 far","other",0.0422885572139304,"H-TTR",0.0224766694570442,"Expt 3"
"31 far","other",0.0694789081885856,"H-TTR",0.0112011362433293,"Expt 3"
"11 near","other",0.0521091811414392,"H-TTR",0.0701142501152167,"Expt 3"
"111 near","other",0.0496277915632754,"H-TTR",0.0601852715311024,"Expt 3"
"1111 near","other",0.0372208436724566,"H-TTR",0.0482468297339182,"Expt 3"
"21 near","other",0.0372208436724566,"H-TTR",0.0645354545656157,"Expt 3"
"211 near","other",0.0372208436724566,"H-TTR",0.0617144825227693,"Expt 3"
"31 near","other",0.0893300248138958,"H-TTR",0.0425785109090313,"Expt 3"
"1 far","new",0.598984771573604,"CRP",0.724137931034483,"Expt 4"
"11 far","new",0.385786802030457,"CRP",0.162790697674419,"Expt 4"
"111 far","new",0.484771573604061,"CRP",0.0917030567685589,"Expt 4"
"1111 far","new",0.454314720812183,"CRP",0.0638297872340425,"Expt 4"
"2 far","new",0.439086294416244,"CRP",0.567567567567567,"Expt 4"
"21 far","new",0.289340101522843,"CRP",0.0917030567685589,"Expt 4"
"211 far","new",0.375634517766497,"CRP",0.0638297872340425,"Expt 4"
"22 far","new",0.238578680203046,"CRP",0.0886075949367089,"Expt 4"
"3 far","new",0.302030456852792,"CRP",0.466666666666667,"Expt 4"
"31 far","new",0.218274111675127,"CRP",0.0638297872340425,"Expt 4"
"4 far","new",0.269035532994924,"CRP",0.39622641509434,"Expt 4"
"1 near","new",0.385786802030457,"CRP",0.313432835820895,"Expt 4"
"11 near","new",0.241116751269036,"CRP",0.125748502994012,"Expt 4"
"111 near","new",0.312182741116751,"CRP",0.0786516853932584,"Expt 4"
"1111 near","new",0.307106598984772,"CRP",0.0572207084468665,"Expt 4"
"2 near","new",0.203045685279188,"CRP",0.185840707964602,"Expt 4"
"21 near","new",0.137055837563452,"CRP",0.0786516853932584,"Expt 4"
"211 near","new",0.223350253807107,"CRP",0.0572207084468665,"Expt 4"
"22 near","new",0.139593908629442,"CRP",0.0670926517571885,"Expt 4"
"3 near","new",0.149746192893401,"CRP",0.132075471698113,"Expt 4"
"31 near","new",0.149746192893401,"CRP",0.0572207084468665,"Expt 4"
"4 near","new",0.16243654822335,"CRP",0.102439024390244,"Expt 4"
"1 far","nearest",0.401015228426396,"CRP",0.275862068965517,"Expt 4"
"11 far","nearest",0.436548223350254,"CRP",0.062015503875969,"Expt 4"
"111 far","nearest",0.378172588832487,"CRP",0.0349344978165939,"Expt 4"
"1111 far","nearest",0.421319796954315,"CRP",0.0243161094224924,"Expt 4"
"2 far","nearest",0.560913705583756,"CRP",0.432432432432432,"Expt 4"
"21 far","nearest",0.525380710659898,"CRP",0.0349344978165939,"Expt 4"
"211 far","nearest",0.421319796954315,"CRP",0.0243161094224924,"Expt 4"
"22 far","nearest",0.5,"CRP",0.0675105485232068,"Expt 4"
"3 far","nearest",0.697969543147208,"CRP",0.533333333333333,"Expt 4"
"31 far","nearest",0.558375634517767,"CRP",0.0243161094224924,"Expt 4"
"4 far","nearest",0.730964467005076,"CRP",0.60377358490566,"Expt 4"
"1 near","nearest",0.614213197969543,"CRP",0.686567164179104,"Expt 4"
"11 near","nearest",0.649746192893401,"CRP",0.275449101796407,"Expt 4"
"111 near","nearest",0.619289340101523,"CRP",0.172284644194757,"Expt 4"
"1111 near","nearest",0.616751269035533,"CRP",0.125340599455041,"Expt 4"
"2 near","nearest",0.796954314720812,"CRP",0.814159292035398,"Expt 4"
"21 near","nearest",0.781725888324873,"CRP",0.172284644194757,"Expt 4"
"211 near","nearest",0.647208121827411,"CRP",0.125340599455041,"Expt 4"
"22 near","nearest",0.708121827411167,"CRP",0.293929712460064,"Expt 4"
"3 near","nearest",0.850253807106599,"CRP",0.867924528301887,"Expt 4"
"31 near","nearest",0.710659898477157,"CRP",0.125340599455041,"Expt 4"
"4 near","nearest",0.83756345177665,"CRP",0.897560975609756,"Expt 4"
"1 far","other",0,"CRP",0,"Expt 4"
"11 far","other",0.177664974619289,"CRP",0.775193798449612,"Expt 4"
"111 far","other",0.137055837563452,"CRP",0.873362445414847,"Expt 4"
"1111 far","other",0.124365482233503,"CRP",0.911854103343465,"Expt 4"
"2 far","other",0,"CRP",0,"Expt 4"
"21 far","other",0.185279187817259,"CRP",0.873362445414847,"Expt 4"
"211 far","other",0.203045685279188,"CRP",0.911854103343465,"Expt 4"
"22 far","other",0.261421319796954,"CRP",0.843881856540084,"Expt 4"
"3 far","other",0,"CRP",0,"Expt 4"
"31 far","other",0.223350253807107,"CRP",0.911854103343465,"Expt 4"
"4 far","other",0,"CRP",0,"Expt 4"
"1 near","other",0,"CRP",0,"Expt 4"
"11 near","other",0.109137055837563,"CRP",0.598802395209581,"Expt 4"
"111 near","other",0.0685279187817259,"CRP",0.749063670411985,"Expt 4"
"1111 near","other",0.0761421319796954,"CRP",0.817438692098093,"Expt 4"
"2 near","other",0,"CRP",0,"Expt 4"
"21 near","other",0.0812182741116751,"CRP",0.749063670411985,"Expt 4"
"211 near","other",0.129441624365482,"CRP",0.817438692098093,"Expt 4"
"22 near","other",0.152284263959391,"CRP",0.638977635782748,"Expt 4"
"3 near","other",0,"CRP",0,"Expt 4"
"31 near","other",0.139593908629442,"CRP",0.817438692098093,"Expt 4"
"4 near","other",0,"CRP",0,"Expt 4"
"1 far","new",0.598984771573604,"TTR",0.445103857566766,"Expt 4"
"11 far","new",0.385786802030457,"TTR",0.189035916824197,"Expt 4"
"111 far","new",0.484771573604061,"TTR",0.158618258724004,"Expt 4"
"1111 far","new",0.454314720812183,"TTR",0.146806948862246,"Expt 4"
"2 far","new",0.439086294416244,"TTR",0.272975432211101,"Expt 4"
"21 far","new",0.289340101522843,"TTR",0.105745505816003,"Expt 4"
"211 far","new",0.375634517766497,"TTR",0.110105211646685,"Expt 4"
"22 far","new",0.238578680203046,"TTR",0.0983767830791933,"Expt 4"
"3 far","new",0.302030456852792,"TTR",0.196850393700787,"Expt 4"
"31 far","new",0.218274111675127,"TTR",0.0734034744311231,"Expt 4"
"4 far","new",0.269035532994924,"TTR",0.153925089789636,"Expt 4"
"1 near","new",0.385786802030457,"TTR",0.134168157423971,"Expt 4"
"11 near","new",0.241116751269036,"TTR",0.126689189189189,"Expt 4"
"111 near","new",0.312182741116751,"TTR",0.124378109452736,"Expt 4"
"1111 near","new",0.307106598984772,"TTR",0.123253903040263,"Expt 4"
"2 near","new",0.203045685279188,"TTR",0.0676284941388638,"Expt 4"
"21 near","new",0.137055837563452,"TTR",0.0829187396351576,"Expt 4"
"211 near","new",0.223350253807107,"TTR",0.0924404272801972,"Expt 4"
"22 near","new",0.139593908629442,"TTR",0.0635862653666808,"Expt 4"
"3 near","new",0.149746192893401,"TTR",0.0452079566003617,"Expt 4"
"31 near","new",0.149746192893401,"TTR",0.0616269515201315,"Expt 4"
"4 near","new",0.16243654822335,"TTR",0.0339520144861928,"Expt 4"
"1 far","nearest",0.401015228426396,"TTR",0.554896142433234,"Expt 4"
"11 far","nearest",0.436548223350254,"TTR",0.117832388153749,"Expt 4"
"111 far","nearest",0.378172588832487,"TTR",0.0659146986253084,"Expt 4"
"1111 far","nearest",0.421319796954315,"TTR",0.0457548323954,"Expt 4"
"2 far","nearest",0.560913705583756,"TTR",0.727024567788899,"Expt 4"
"21 far","nearest",0.525380710659898,"TTR",0.0659146986253084,"Expt 4"
"211 far","nearest",0.421319796954315,"TTR",0.0457548323954,"Expt 4"
"22 far","nearest",0.5,"TTR",0.131005082800459,"Expt 4"
"3 far","nearest",0.697969543147208,"TTR",0.803149606299213,"Expt 4"
"31 far","nearest",0.558375634517767,"TTR",0.0457548323954,"Expt 4"
"4 far","nearest",0.730964467005076,"TTR",0.846074910210364,"Expt 4"
"1 near","nearest",0.614213197969543,"TTR",0.865831842576029,"Expt 4"
"11 near","nearest",0.649746192893401,"TTR",0.408783783783784,"Expt 4"
"111 near","nearest",0.619289340101523,"TTR",0.267551133222775,"Expt 4"
"1111 near","nearest",0.616751269035533,"TTR",0.198849630238291,"Expt 4"
"2 near","nearest",0.796954314720812,"TTR",0.932371505861136,"Expt 4"
"21 near","nearest",0.781725888324873,"TTR",0.267551133222775,"Expt 4"
"211 near","nearest",0.647208121827411,"TTR",0.198849630238291,"Expt 4"
"22 near","nearest",0.708121827411167,"TTR",0.43832132259432,"Expt 4"
"3 near","nearest",0.850253807106599,"TTR",0.954792043399638,"Expt 4"
"31 near","nearest",0.710659898477157,"TTR",0.198849630238291,"Expt 4"
"4 near","nearest",0.83756345177665,"TTR",0.966047985513807,"Expt 4"
"1 far","other",0,"TTR",0,"Expt 4"
"11 far","other",0.177664974619289,"TTR",0.693131695022054,"Expt 4"
"111 far","other",0.137055837563452,"TTR",0.775467042650687,"Expt 4"
"1111 far","other",0.124365482233503,"TTR",0.807438218742354,"Expt 4"
"2 far","other",0,"TTR",0,"Expt 4"
"21 far","other",0.185279187817259,"TTR",0.828339795558689,"Expt 4"
"211 far","other",0.203045685279188,"TTR",0.844139955957915,"Expt 4"
"22 far","other",0.261421319796954,"TTR",0.770618134120348,"Expt 4"
"3 far","other",0,"TTR",0,"Expt 4"
"31 far","other",0.223350253807107,"TTR",0.880841693173477,"Expt 4"
"4 far","other",0,"TTR",0,"Expt 4"
"1 near","other",0,"TTR",0,"Expt 4"
"11 near","other",0.109137055837563,"TTR",0.464527027027027,"Expt 4"
"111 near","other",0.0685279187817259,"TTR",0.608070757324489,"Expt 4"
"1111 near","other",0.0761421319796954,"TTR",0.677896466721446,"Expt 4"
"2 near","other",0,"TTR",0,"Expt 4"
"21 near","other",0.0812182741116751,"TTR",0.649530127142067,"Expt 4"
"211 near","other",0.129441624365482,"TTR",0.708709942481512,"Expt 4"
"22 near","other",0.152284263959391,"TTR",0.498092412039,"Expt 4"
"3 near","other",0,"TTR",0,"Expt 4"
"31 near","other",0.139593908629442,"TTR",0.739523418241578,"Expt 4"
"4 near","other",0,"TTR",0,"Expt 4"
"1 far","new",0.598984771573604,"G-CRP",0.472699208952344,"Expt 4"
"11 far","new",0.385786802030457,"G-CRP",0.18001800180018,"Expt 4"
"111 far","new",0.484771573604061,"G-CRP",0.140632978217033,"Expt 4"
"1111 far","new",0.454314720812183,"G-CRP",0.125038508236232,"Expt 4"
"2 far","new",0.439086294416244,"G-CRP",0.29940119760479,"Expt 4"
"21 far","new",0.289340101522843,"G-CRP",0.102121178028369,"Expt 4"
"211 far","new",0.375634517766497,"G-CRP",0.0981582492192644,"Expt 4"
"22 far","new",0.238578680203046,"G-CRP",0.0947418285172904,"Expt 4"
"3 far","new",0.302030456852792,"G-CRP",0.219082535992131,"Expt 4"
"31 far","new",0.218274111675127,"G-CRP",0.0712779902022966,"Expt 4"
"4 far","new",0.269035532994924,"G-CRP",0.172742015088486,"Expt 4"
"1 near","new",0.385786802030457,"G-CRP",0.145192355178033,"Expt 4"
"11 near","new",0.241116751269036,"G-CRP",0.117269994285572,"Expt 4"
"111 near","new",0.312182741116751,"G-CRP",0.107885608059885,"Expt 4"
"1111 near","new",0.307106598984772,"G-CRP",0.103178855811287,"Expt 4"
"2 near","new",0.203045685279188,"G-CRP",0.0749063670411985,"Expt 4"
"21 near","new",0.137055837563452,"G-CRP",0.0783415492373317,"Expt 4"
"211 near","new",0.223350253807107,"G-CRP",0.0809978940547546,"Expt 4"
"22 near","new",0.139593908629442,"G-CRP",0.0595591111559767,"Expt 4"
"3 near","new",0.149746192893401,"G-CRP",0.0504729694930385,"Expt 4"
"31 near","new",0.149746192893401,"G-CRP",0.0588169322982218,"Expt 4"
"4 near","new",0.16243654822335,"G-CRP",0.0380587450970239,"Expt 4"
"1 far","nearest",0.401015228426396,"G-CRP",0.527300791047656,"Expt 4"
"11 far","nearest",0.436548223350254,"G-CRP",0.125081999725396,"Expt 4"
"111 far","nearest",0.378172588832487,"G-CRP",0.0709569100554743,"Expt 4"
"1111 far","nearest",0.421319796954315,"G-CRP",0.0495261221753076,"Expt 4"
"2 far","nearest",0.560913705583756,"G-CRP",0.70059880239521,"Expt 4"
"21 far","nearest",0.525380710659898,"G-CRP",0.0709569100554743,"Expt 4"
"211 far","nearest",0.421319796954315,"G-CRP",0.0495261221753076,"Expt 4"
"22 far","nearest",0.5,"G-CRP",0.13809022954821,"Expt 4"
"3 far","nearest",0.697969543147208,"G-CRP",0.780917464007869,"Expt 4"
"31 far","nearest",0.558375634517767,"G-CRP",0.0495261221753076,"Expt 4"
"4 far","nearest",0.730964467005076,"G-CRP",0.827257984911514,"Expt 4"
"1 near","nearest",0.614213197969543,"G-CRP",0.854807644821966,"Expt 4"
"11 near","nearest",0.649746192893401,"G-CRP",0.430047951501901,"Expt 4"
"111 near","nearest",0.619289340101523,"G-CRP",0.287291075370546,"Expt 4"
"1111 near","nearest",0.616751269035533,"G-CRP",0.215691161260576,"Expt 4"
"2 near","nearest",0.796954314720812,"G-CRP",0.925093632958802,"Expt 4"
"21 near","nearest",0.781725888324873,"G-CRP",0.287291075370546,"Expt 4"
